59443	0	1
7745	0	1
74869	1	1
97884	1	1
55480	1	1
67662	1	1
78667	1	1
53569	1	1
20247	1	1
38204	1	1
74278	1	1
94066	1	1
97788	1	1
43266	1	1
64469	1	1
36956	1	1
64384	1	1
32394	1	1
30878	1	1
90766	1	1
82006	1	1
39709	1	1
847	1	1
3685	1	1
9025	2	1
98553	2	1
52986	2	1
29380	2	1
90631	2	1
33565	2	1
1801	2	1
53647	2	1
25864	2	1
35600	2	1
59442	2	1
23483	2	1
5290	3	1
20965	3	1
5749	3	1
95573	4	1
37052	4	1
58223	4	1
48432	4	1
33773	5	1
7779	5	1
58095	5	1
60719	5	1
26853	5	1
80662	5	1
67509	5	1
65557	5	1
7242	5	1
68572	5	1
29287	5	1
36826	5	1
36384	5	1
76487	5	1
47886	5	1
32932	5	1
4273	5	1
86266	5	1
76044	6	1
34042	6	1
86576	6	1
38372	6	1
715	6	1
95998	7	1
57893	7	1
78754	7	1
2419	8	1
92908	8	1
89739	8	1
9490	8	1
53856	9	1
8842	10	1
30208	15	1
4675	15	1
80335	15	1
45078	15	1
80245	15	1
99092	15	1
6179	15	1
9570	15	1
34	16	1
132	16	1
57390	16	1
57340	19	1
43408	19	1
29320	19	1
78582	19	1
77335	19	1
67882	19	1
45448	19	1
33253	19	1
47576	19	1
98242	19	1
6674	19	1
79665	19	1
39556	20	1
27623	20	1
60874	20	1
6942	20	1
32840	20	1
73057	20	1
67283	20	1
99563	20	1
59605	20	1
26872	21	1
24758	21	1
95243	21	1
99758	21	1
67940	22	1
25774	22	1
25029	25	1
82339	25	1
6503	25	1
79290	26	1
2667	26	1
56790	26	1
2805	26	1
98848	29	1
34	29	1
88490	29	1
86055	29	1
35066	30	1
73647	30	1
84209	30	1
69597	30	1
87923	30	1
59299	30	1
5113	30	1
50730	30	1
82995	30	1
66963	30	1
85660	30	1
77058	30	1
3602	30	1
72656	30	1
44662	30	1
22467	30	1
98013	30	1
38003	30	1
39462	30	1
38365	30	1
48039	32	1
6503	32	1
39750	32	1
5304	32	1
42093	32	1
47988	32	1
89540	32	1
30085	32	1
53594	32	1
22285	32	1
94500	32	1
33	32	1
48039	33	1
6503	33	1
39750	33	1
5304	33	1
30085	33	1
53594	33	1
32	33	1
23069	34	1
73647	34	1
43709	34	1
48773	34	1
99062	34	1
98835	34	1
29	34	1
43937	34	1
95573	34	1
67393	34	1
76044	34	1
65060	34	1
34042	34	1
36588	34	1
52848	34	1
23840	34	1
86576	34	1
80535	34	1
40766	34	1
86055	34	1
48436	34	1
4376	34	1
65568	34	1
60067	34	1
29832	34	1
76944	34	1
82263	34	1
43846	35	1
92857	35	1
65906	35	1
2970	35	1
92728	35	1
83462	35	1
94052	35	1
94250	35	1
47856	35	1
97	35	1
69045	35	1
89785	38	1
92360	38	1
74377	38	1
30228	38	1
22767	38	1
24489	39	1
49879	39	1
99237	39	1
86622	39	1
3957	39	1
30098	39	1
2330	39	1
98496	39	1
89979	39	1
97680	39	1
79634	40	1
23444	40	1
35994	40	1
40935	40	1
64623	40	1
83259	40	1
95372	40	1
34563	40	1
38939	40	1
96784	40	1
70665	40	1
89770	40	1
73288	40	1
26007	40	1
73472	40	1
73647	41	1
82770	41	1
27497	41	1
22023	41	1
35942	41	1
79776	41	1
70862	41	1
25926	41	1
44699	43	1
84773	43	1
38375	43	1
43370	43	1
87786	43	1
37660	43	1
69664	45	1
73426	45	1
72834	45	1
20562	46	1
25364	46	1
48750	46	1
7734	46	1
28407	46	1
26750	47	1
7399	47	1
64865	47	1
44447	47	1
54097	47	1
30874	47	1
25735	47	1
47362	47	1
20858	47	1
35096	47	1
22549	47	1
66746	47	1
78207	47	1
54354	47	1
48470	47	1
73855	47	1
52800	47	1
53996	47	1
57732	47	1
60288	47	1
27693	48	1
74478	48	1
75258	48	1
68574	48	1
54488	48	1
58428	48	1
54239	48	1
22648	48	1
72899	48	1
93296	49	1
35885	49	1
70448	49	1
72203	49	1
34095	50	1
